sku_id,channel_id,center_id,week_start_date,category_l1,category_l2,brand,demand_pred,stockout_risk_pred_proba,stockout_risk_pred_label,available_qty,inbound_qty_next_1w,inbound_qty_next_2w,inbound_qty_next_4w,inventory_position_qty,inventory_cover_weeks,safety_stock_qty,lead_time_weeks,review_period_weeks,target_cover_weeks,target_inventory_qty,raw_order_need,recommended_order_qty,recommended_action,action_reason,moq_qty,order_multiple,min_order_amount,unit_cost,open_po_qty,overdue_po_qty,promo_flag,manual_override_flag,override_type,override_reason
SKU0001,GLOBAL_MALL,MFC_GANGNAM,2025-11-24,Beauty,Skincare,Mellow Dew,2.0116662403423717,0.0002467361606981,0.0,60,0,0,69,129,172.0,0.8660254037844386,4,2,6,12.93602284583867,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,203,134,0,0,,
SKU0001,GLOBAL_MALL,MFC_GANGNAM,2025-12-01,Beauty,Skincare,Mellow Dew,2.1166618921266718,2.001006600375464e-05,0.0,100,0,69,69,169,225.33333333333331,0.8660254037844386,4,2,6,13.56599675654447,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,149,80,0,0,,
SKU0001,GLOBAL_MALL,MFC_GANGNAM,2025-12-08,Beauty,Skincare,Mellow Dew,2.269931840855151,1.8382255308265924e-05,0.0,99,69,69,69,168,224.0,0.8660254037844386,4,2,6,14.485616448915346,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,205,80,0,0,,
SKU0001,GLOBAL_MALL,MFC_GANGNAM,2025-12-15,Beauty,Skincare,Mellow Dew,2.188360112810179,1.598811933780069e-05,0.0,130,0,0,56,186,148.8,2.179449471770337,4,2,6,15.30961014863141,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,149,93,0,0,,
SKU0001,ONLINE_MALL,FC_DONGTAN,2025-11-03,Beauty,Skincare,Mellow Dew,8.98213183566359,4.985423966798093e-05,0.0,172,0,0,0,172,19.65714285714286,2.9580398915498085,4,2,6,56.85083090553135,0.0,0,HOLD,HOLD: inventory position sufficient,30,6,543655.2,18121.84,61,61,0,0,,
SKU0001,ONLINE_MALL,FC_DONGTAN,2025-11-10,Beauty,Skincare,Mellow Dew,7.916055297869923,3.746435890395865e-05,0.0,146,0,0,0,146,17.696969696969695,1.6583123951777006,4,2,6,49.154644182397234,0.0,0,HOLD,HOLD: inventory position sufficient,30,6,543655.2,18121.84,61,61,0,0,,
SKU0001,ONLINE_MALL,FC_DONGTAN,2025-11-17,Beauty,Skincare,Mellow Dew,6.372829909098537,3.55276228561307e-05,0.0,140,0,0,110,250,38.46153846153846,5.385164807134504,4,2,6,43.62214426172572,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,171,61,0,0,,
SKU0001,ONLINE_MALL,FC_DONGTAN,2025-11-24,Beauty,Skincare,Mellow Dew,6.776178203998153,4.16916956132314e-05,0.0,126,0,0,110,236,41.04347826086956,5.722761571129799,4,2,6,46.37983079511872,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,171,61,0,0,,
SKU0001,ONLINE_MALL,FC_DONGTAN,2025-12-01,Beauty,Skincare,Mellow Dew,6.158928461514801,3.774925176062699e-05,0.0,99,0,110,110,209,36.34782608695652,5.722761571129799,4,2,6,42.67633234021861,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,171,61,0,0,,
SKU0001,ONLINE_MALL,FC_DONGTAN,2025-12-08,Beauty,Skincare,Mellow Dew,5.78418855026613,0.0002640919058178,0.0,83,110,110,110,193,38.6,4.47213595499958,4,2,6,39.17726725659636,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,171,61,0,0,,
SKU0001,ONLINE_MALL,FC_DONGTAN,2025-12-15,Beauty,Skincare,Mellow Dew,7.956844132692555,0.0016362627128985,0.0,70,0,0,104,174,27.84,2.958039891549808,4,2,6,50.69910468770514,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,275,171,0,0,,
SKU0001,ONLINE_MALL,FC_INCHEON,2025-11-03,Beauty,Skincare,Mellow Dew,5.557358526330769,0.0001322648345763,0.0,76,0,81,81,157,28.545454545454547,4.58257569495584,4,2,6,37.926726852940455,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,101,20,0,0,,
SKU0001,ONLINE_MALL,FC_INCHEON,2025-11-10,Beauty,Skincare,Mellow Dew,5.869127846567182,0.0001653074355272,0.0,67,81,81,81,148,32.888888888888886,3.605551275463989,4,2,6,38.820318354867084,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,101,20,0,0,,
SKU0001,ONLINE_MALL,FC_INCHEON,2025-11-17,Beauty,Skincare,Mellow Dew,5.494080508416992,2.8173054186750677e-05,0.0,109,0,0,73,182,34.666666666666664,5.894913061275798,4,2,6,38.859396111777755,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,116,43,0,0,,
SKU0001,ONLINE_MALL,FC_INCHEON,2025-11-24,Beauty,Skincare,Mellow Dew,6.099003257108071,2.7207646609690662e-05,0.0,116,0,0,73,189,30.24,4.55521678957215,4,2,6,41.149236332220575,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,93,20,0,0,,
SKU0001,ONLINE_MALL,FC_INCHEON,2025-12-01,Beauty,Skincare,Mellow Dew,6.892539153875764,2.7657312573674744e-05,0.0,100,0,73,73,173,26.615384615384617,4.358898943540673,4,2,6,45.71413386679526,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,93,20,0,0,,
SKU0001,ONLINE_MALL,FC_INCHEON,2025-12-08,Beauty,Skincare,Mellow Dew,8.035988306471975,7.819173951507348e-05,0.0,89,73,73,73,162,20.90322580645161,3.5707142142714248,4,2,6,51.786644053103274,0.0,0,HOLD,HOLD: inventory position sufficient,30,6,543655.2,18121.84,93,20,0,0,,
SKU0001,ONLINE_MALL,FC_INCHEON,2025-12-15,Beauty,Skincare,Mellow Dew,7.2289964157169795,0.0001639612686976,0.0,71,0,0,69,140,18.06451612903226,3.5707142142714248,4,2,6,46.94469270857331,0.0,0,HOLD,HOLD: inventory position sufficient,30,6,543655.2,18121.84,162,93,0,0,,
SKU0001,ONLINE_MALL,MFC_GANGNAM,2025-11-03,Beauty,Skincare,Mellow Dew,6.039861653757947,0.0001433592966713,0.0,88,0,54,54,142,25.818181818181817,6.082762530298219,4,2,6,42.3219324528459,0.0,0,HOLD,HOLD: inventory position sufficient,30,6,543655.2,18121.84,134,80,0,0,,
SKU0001,ONLINE_MALL,MFC_GANGNAM,2025-11-10,Beauty,Skincare,Mellow Dew,6.668705984123988,5.932346628441838e-05,0.0,80,54,54,54,134,26.8,7.3484692283495345,4,2,6,47.36070513309346,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,134,80,0,0,,
SKU0001,ONLINE_MALL,MFC_GANGNAM,2025-11-17,Beauty,Skincare,Mellow Dew,5.274457773643082,0.0001034829318003,0.0,68,0,0,69,137,39.142857142857146,5.7445626465380295,4,2,6,37.39130928839652,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,203,134,0,0,,
SKU0001,ONLINE_MALL,MFC_GANGNAM,2025-11-24,Beauty,Skincare,Mellow Dew,5.245491313197112,0.0001219604817852,0.0,60,0,0,69,129,39.69230769230769,5.894913061275799,4,2,6,37.36786094045847,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,203,134,0,0,,
SKU0001,ONLINE_MALL,MFC_GANGNAM,2025-12-01,Beauty,Skincare,Mellow Dew,4.867718964239607,1.829616554677292e-05,0.0,100,0,69,69,169,84.5,2.44948974278318,4,2,6,31.655803528220822,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,149,80,0,0,,
SKU0001,ONLINE_MALL,MFC_GANGNAM,2025-12-08,Beauty,Skincare,Mellow Dew,4.7569291840075545,1.472859500618505e-05,0.0,99,69,69,69,168,51.69230769230769,2.1794494717703388,4,2,6,30.72102457581567,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,205,80,0,0,,
SKU0001,ONLINE_MALL,MFC_GANGNAM,2025-12-15,Beauty,Skincare,Mellow Dew,5.937101728438158,1.3673102033337096e-05,0.0,130,0,0,56,186,37.2,6.164414002968977,4,2,6,41.78702437359792,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,149,93,0,0,,
SKU0001,ROCKET_DELIVERY,FC_DONGTAN,2025-11-03,Beauty,Skincare,Mellow Dew,9.376931053257612,4.5885126273869926e-05,0.0,172,0,0,0,172,18.594594594594597,8.170067319184094,4,2,6,64.43165363872977,0.0,0,HOLD,HOLD: inventory position sufficient,30,6,543655.2,18121.84,61,61,0,0,,
SKU0001,ROCKET_DELIVERY,FC_DONGTAN,2025-11-10,Beauty,Skincare,Mellow Dew,7.629660269054292,3.796612894255258e-05,0.0,146,0,0,0,146,17.176470588235293,5.744562646538026,4,2,6,51.52252426086378,0.0,0,HOLD,HOLD: inventory position sufficient,30,6,543655.2,18121.84,61,61,0,0,,
SKU0001,ROCKET_DELIVERY,FC_DONGTAN,2025-11-17,Beauty,Skincare,Mellow Dew,8.146809150147,3.544839697819709e-05,0.0,140,0,0,110,250,31.25,6.782329983125266,4,2,6,55.663184884007265,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,171,61,0,0,,
SKU0001,ROCKET_DELIVERY,FC_DONGTAN,2025-11-24,Beauty,Skincare,Mellow Dew,9.179503928054508,3.6282453648094414e-05,0.0,126,0,0,110,236,30.451612903225808,7.1239034243875015,4,2,6,62.20092699271455,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,171,61,0,0,,
SKU0001,ROCKET_DELIVERY,FC_DONGTAN,2025-12-01,Beauty,Skincare,Mellow Dew,8.733601375107048,3.484809377117749e-05,0.0,99,0,110,110,209,23.22222222222222,9.055385138137416,4,2,6,61.4569933887797,0.0,0,HOLD,HOLD: inventory position sufficient,30,6,543655.2,18121.84,171,61,0,0,,
SKU0001,ROCKET_DELIVERY,FC_DONGTAN,2025-12-08,Beauty,Skincare,Mellow Dew,7.934262185191376,0.0002150117215012,0.0,83,110,110,110,193,24.125,7.874007874011809,4,2,6,55.47958098516007,0.0,0,HOLD,HOLD: inventory position sufficient,30,6,543655.2,18121.84,171,61,0,0,,
SKU0001,ROCKET_DELIVERY,FC_DONGTAN,2025-12-15,Beauty,Skincare,Mellow Dew,7.833097666382195,0.0008539782741585,0.0,70,0,0,104,174,20.47058823529412,6.999999999999998,4,2,6,53.99858599829317,0.0,0,HOLD,HOLD: inventory position sufficient,30,6,543655.2,18121.84,275,171,0,0,,
SKU0001,ROCKET_DELIVERY,FC_INCHEON,2025-11-03,Beauty,Skincare,Mellow Dew,4.991362981576557,0.0001617322283793,0.0,76,0,81,81,157,33.05263157894737,2.5980762113533165,4,2,6,32.546254100812654,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,101,20,0,0,,
SKU0001,ROCKET_DELIVERY,FC_INCHEON,2025-11-10,Beauty,Skincare,Mellow Dew,5.209088570142035,0.0001139897949303,0.0,67,81,81,81,148,29.6,2.0000000000000004,4,2,6,33.25453142085221,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,101,20,0,0,,
SKU0001,ROCKET_DELIVERY,FC_INCHEON,2025-11-17,Beauty,Skincare,Mellow Dew,5.192761632203856,2.60719203223772e-05,0.0,109,0,0,73,182,36.4,2.0000000000000004,4,2,6,33.15656979322314,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,116,43,0,0,,
SKU0001,ROCKET_DELIVERY,FC_INCHEON,2025-11-24,Beauty,Skincare,Mellow Dew,5.163547241907455,3.133694425336633e-05,0.0,116,0,0,73,189,39.78947368421053,1.6583123951777006,4,2,6,32.639595846622434,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,93,20,0,0,,
SKU0001,ROCKET_DELIVERY,FC_INCHEON,2025-12-01,Beauty,Skincare,Mellow Dew,5.504808919201111,2.471295436162538e-05,0.0,100,0,73,73,173,31.454545454545453,2.2360679774997902,4,2,6,35.26492149270646,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,93,20,0,0,,
SKU0001,ROCKET_DELIVERY,FC_INCHEON,2025-12-08,Beauty,Skincare,Mellow Dew,5.595534386845344,4.5002205055499145e-05,0.0,89,73,73,73,162,30.857142857142858,2.9580398915498085,4,2,6,36.53124621262187,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,93,20,0,0,,
SKU0001,ROCKET_DELIVERY,FC_INCHEON,2025-12-15,Beauty,Skincare,Mellow Dew,5.232992599053532,0.0001190645557155,0.0,71,0,0,69,140,28.0,2.8284271247461903,4,2,6,34.22638271906739,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,162,93,0,0,,
SKU0001,ROCKET_DELIVERY,MFC_GANGNAM,2025-11-03,Beauty,Skincare,Mellow Dew,4.511479327357048,5.830560442565148e-05,0.0,88,0,54,54,142,40.57142857142857,2.2360679774997885,4,2,6,29.304943941642076,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,134,80,0,0,,
SKU0001,ROCKET_DELIVERY,MFC_GANGNAM,2025-11-10,Beauty,Skincare,Mellow Dew,5.077523691823743,4.25177692865495e-05,0.0,80,54,54,54,134,29.77777777777778,3.6055512754639887,4,2,6,34.07069342640645,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,134,80,0,0,,
SKU0001,ROCKET_DELIVERY,MFC_GANGNAM,2025-11-17,Beauty,Skincare,Mellow Dew,5.267258659627223,8.342134303842715e-05,0.0,68,0,0,69,137,27.4,2.449489742783177,4,2,6,34.053041700546515,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,203,134,0,0,,
SKU0001,ROCKET_DELIVERY,MFC_GANGNAM,2025-11-24,Beauty,Skincare,Mellow Dew,5.153362732119997,0.0001179646966331,0.0,60,0,0,69,129,24.571428571428573,2.598076211353316,4,2,6,33.5182526040733,0.0,0,HOLD,HOLD: inventory position sufficient,30,6,543655.2,18121.84,203,134,0,0,,
SKU0001,ROCKET_DELIVERY,MFC_GANGNAM,2025-12-01,Beauty,Skincare,Mellow Dew,5.248402461823806,1.7678825436629756e-05,0.0,100,0,69,69,169,32.19047619047619,2.598076211353316,4,2,6,34.08849098229615,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,149,80,0,0,,
SKU0001,ROCKET_DELIVERY,MFC_GANGNAM,2025-12-08,Beauty,Skincare,Mellow Dew,5.128356947481278,1.5601481806249318e-05,0.0,99,69,69,69,168,37.333333333333336,1.7320508075688767,4,2,6,32.502192492456544,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,205,80,0,0,,
SKU0001,ROCKET_DELIVERY,MFC_GANGNAM,2025-12-15,Beauty,Skincare,Mellow Dew,5.935346575207702,1.7562303187221767e-05,0.0,130,0,0,56,186,39.1578947368421,1.658312395177699,4,2,6,37.270391846423905,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,30,6,543655.2,18121.84,149,93,0,0,,
SKU0002,GLOBAL_MALL,FC_DONGTAN,2025-11-03,Beauty,Skincare,Pure Seoul,4.158696587263911,2.9922436982320387e-05,0.0,149,0,0,0,149,37.25,2.5354627641855494,2,1,3,15.011552525977283,0.0,0,HOLD,HOLD: inventory position sufficient,120,24,2553151.2,21276.26,57,57,0,0,,
SKU0002,GLOBAL_MALL,FC_DONGTAN,2025-11-10,Beauty,Skincare,Pure Seoul,4.134756469317444,3.185076974375932e-05,0.0,131,0,0,0,131,37.42857142857143,2.1547290184283368,2,1,3,14.558998426380668,0.0,0,HOLD,HOLD: inventory position sufficient,120,24,2553151.2,21276.26,57,57,0,0,,
SKU0002,GLOBAL_MALL,FC_DONGTAN,2025-11-17,Beauty,Skincare,Pure Seoul,4.898299216969811,2.025754132930264e-05,0.0,113,123,123,123,236,55.52941176470589,2.445841952609133,2,1,3,17.140739603518565,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,120,24,2553151.2,21276.26,180,57,0,0,,
SKU0002,GLOBAL_MALL,FC_DONGTAN,2025-11-24,Beauty,Skincare,Pure Seoul,5.453852683979839,0.000888600066585,0.0,88,0,0,0,88,15.304347826086955,1.3024701806293193,2,1,3,17.66402823256884,0.0,0,HOLD,HOLD: inventory position sufficient,120,24,2553151.2,21276.26,180,180,0,0,,
SKU0002,GLOBAL_MALL,FC_DONGTAN,2025-12-01,Beauty,Skincare,Pure Seoul,5.672161746969973,3.4251521287205345e-05,0.0,126,0,0,0,126,22.90909090909091,1.336306209562122,2,1,3,18.35279145047204,0.0,0,HOLD,HOLD: inventory position sufficient,120,24,2553151.2,21276.26,117,117,1,0,,
SKU0002,GLOBAL_MALL,FC_DONGTAN,2025-12-08,Beauty,Skincare,Pure Seoul,5.335174167054621,3.169018134741061e-05,0.0,165,0,148,148,313,52.16666666666666,0.8451542547285168,2,1,3,16.85067675589238,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,120,24,2553151.2,21276.26,206,58,0,0,,
SKU0002,GLOBAL_MALL,FC_DONGTAN,2025-12-15,Beauty,Skincare,Pure Seoul,5.250921249637479,2.525230850219528e-05,0.0,137,148,148,148,285,51.81818181818182,1.336306209562122,2,1,3,17.089069958474557,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,120,24,2553151.2,21276.26,206,58,0,0,,
SKU0002,GLOBAL_MALL,FC_INCHEON,2025-11-03,Beauty,Skincare,Pure Seoul,2.9204561293068374,9.530559824086589e-06,0.0,239,0,0,0,239,95.6,1.0350983390135315,2,1,3,9.796466726934044,0.0,0,HOLD,HOLD: inventory position sufficient,120,24,2553151.2,21276.26,52,52,0,0,,
SKU0002,GLOBAL_MALL,FC_INCHEON,2025-11-10,Beauty,Skincare,Pure Seoul,2.487931239896183,9.080378427498232e-06,0.0,239,0,0,0,239,119.5,0.0,2,1,3,7.4637937196885495,0.0,0,HOLD,HOLD: inventory position sufficient,120,24,2553151.2,21276.26,52,52,0,0,,
SKU0002,GLOBAL_MALL,FC_INCHEON,2025-11-17,Beauty,Skincare,Pure Seoul,2.3812333787703914,9.324586410881424e-06,0.0,215,101,101,101,316,180.57142857142856,0.5175491695067655,2,1,3,7.6612493058179405,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,120,24,2553151.2,21276.26,153,52,0,0,,
SKU0002,GLOBAL_MALL,FC_INCHEON,2025-11-24,Beauty,Skincare,Pure Seoul,2.3979922157862443,1.7294023933051336e-05,0.0,206,0,0,0,206,137.33333333333334,0.5976143046671968,2,1,3,7.791590952025929,0.0,0,HOLD,HOLD: inventory position sufficient,120,24,2553151.2,21276.26,153,153,0,0,,
SKU0002,GLOBAL_MALL,FC_INCHEON,2025-12-01,Beauty,Skincare,Pure Seoul,2.534503327498871,1.068950214138556e-05,0.0,269,0,0,0,269,215.2,0.5175491695067655,2,1,3,8.121059152003378,0.0,0,HOLD,HOLD: inventory position sufficient,120,24,2553151.2,21276.26,59,59,1,0,,
SKU0002,GLOBAL_MALL,FC_INCHEON,2025-12-08,Beauty,Skincare,Pure Seoul,2.4871965127335023,1.0039389642470312e-05,0.0,268,0,99,99,367,244.66666666666663,1.035098339013531,2,1,3,8.496687877214038,0.0,0,REDUCE,REDUCE: severe excess cover with open PO and excessive near-term inbound supply to review,120,24,2553151.2,21276.26,158,59,0,0,,
