sku_id,channel_id,center_id,week_start_date,target_demand_next_1w,baseline_pred,demand_pred,abs_error,ape,error,promo_flag,stockout_flag,inventory_cover_weeks,forecast_error_direction,high_ape_flag
SKU0001,GLOBAL_MALL,FC_INCHEON,2025-12-22,4.0,1.25,2.1134606897368093,1.8865393102631909,0.4716348275657976,-1.8865393102631909,0,0,52.0,UNDER_FORECAST,0
SKU0001,GLOBAL_MALL,MFC_GANGNAM,2025-11-03,1.0,1.0,2.165739222280328,1.1657392222803278,1.1657392222803278,1.1657392222803278,0,0,52.0,OVER_FORECAST,1
SKU0001,GLOBAL_MALL,MFC_GANGNAM,2025-11-10,1.0,0.75,2.151027086658388,1.151027086658388,1.151027086658388,1.151027086658388,0,0,52.0,OVER_FORECAST,1
SKU0001,GLOBAL_MALL,MFC_GANGNAM,2025-11-17,1.0,1.0,2.091412467804449,1.0914124678044486,1.0914124678044486,1.0914124678044486,0,0,52.0,OVER_FORECAST,1
SKU0001,GLOBAL_MALL,MFC_GANGNAM,2025-11-24,0.0,0.75,2.0116662403423717,2.0116662403423717,,2.0116662403423717,0,0,52.0,OVER_FORECAST,0
SKU0001,GLOBAL_MALL,MFC_GANGNAM,2025-12-01,3.0,0.75,2.1166618921266718,0.8833381078733287,0.2944460359577762,-0.8833381078733287,0,0,52.0,UNDER_FORECAST,0
SKU0001,GLOBAL_MALL,MFC_GANGNAM,2025-12-08,1.0,0.75,2.269931840855151,1.269931840855151,1.269931840855151,1.269931840855151,0,0,52.0,OVER_FORECAST,1
SKU0001,GLOBAL_MALL,MFC_GANGNAM,2025-12-15,3.0,1.25,2.188360112810179,0.8116398871898212,0.2705466290632737,-0.8116398871898212,0,0,52.0,UNDER_FORECAST,0
SKU0001,GLOBAL_MALL,MFC_GANGNAM,2025-12-22,1.0,1.25,2.374730141228302,1.374730141228302,1.374730141228302,1.374730141228302,0,0,52.0,OVER_FORECAST,1
SKU0001,ONLINE_MALL,FC_DONGTAN,2025-11-03,2.0,8.75,8.98213183566359,6.982131835663591,3.4910659178317958,6.982131835663591,0,0,19.65714285714286,OVER_FORECAST,1
SKU0001,ONLINE_MALL,FC_DONGTAN,2025-11-10,4.0,8.25,7.916055297869923,3.9160552978699226,0.9790138244674806,3.9160552978699226,0,0,17.696969696969695,OVER_FORECAST,1
SKU0001,ONLINE_MALL,FC_DONGTAN,2025-11-17,8.0,6.5,6.372829909098537,1.6271700909014628,0.2033962613626828,-1.6271700909014628,0,0,38.46153846153846,UNDER_FORECAST,0
SKU0001,ONLINE_MALL,FC_DONGTAN,2025-11-24,7.0,5.75,6.776178203998153,0.2238217960018467,0.0319745422859781,-0.2238217960018467,0,0,41.04347826086956,UNDER_FORECAST,0
SKU0001,ONLINE_MALL,FC_DONGTAN,2025-12-01,7.0,5.75,6.158928461514801,0.841071538485199,0.120153076926457,-0.841071538485199,0,0,36.34782608695652,UNDER_FORECAST,0
SKU0001,ONLINE_MALL,FC_DONGTAN,2025-12-08,8.0,5.0,5.78418855026613,2.21581144973387,0.2769764312167337,-2.21581144973387,0,0,38.6,UNDER_FORECAST,0
SKU0001,ONLINE_MALL,FC_DONGTAN,2025-12-15,8.0,6.25,7.956844132692555,0.043155867307445,0.0053944834134306,-0.043155867307445,0,0,27.84,UNDER_FORECAST,0
SKU0001,ONLINE_MALL,FC_DONGTAN,2025-12-22,8.0,7.25,7.742533397041598,0.2574666029584023,0.0321833253698002,-0.2574666029584023,0,0,36.96551724137931,UNDER_FORECAST,0
SKU0001,ONLINE_MALL,FC_INCHEON,2025-11-03,10.0,5.5,5.557358526330769,4.442641473669231,0.4442641473669231,-4.442641473669231,0,0,28.545454545454547,UNDER_FORECAST,0
SKU0001,ONLINE_MALL,FC_INCHEON,2025-11-10,6.0,4.5,5.869127846567182,0.1308721534328176,0.0218120255721362,-0.1308721534328176,0,0,32.888888888888886,UNDER_FORECAST,0
SKU0001,ONLINE_MALL,FC_INCHEON,2025-11-17,6.0,5.25,5.494080508416992,0.5059194915830085,0.0843199152638347,-0.5059194915830085,0,0,34.666666666666664,UNDER_FORECAST,0
SKU0001,ONLINE_MALL,FC_INCHEON,2025-11-24,9.0,6.25,6.099003257108071,2.900996742891929,0.3223329714324366,-2.900996742891929,0,0,30.24,UNDER_FORECAST,0
SKU0001,ONLINE_MALL,FC_INCHEON,2025-12-01,10.0,6.5,6.892539153875764,3.107460846124236,0.3107460846124236,-3.107460846124236,0,0,26.615384615384617,UNDER_FORECAST,0
SKU0001,ONLINE_MALL,FC_INCHEON,2025-12-08,5.0,7.75,8.035988306471975,3.0359883064719746,0.6071976612943949,3.0359883064719746,0,0,20.90322580645161,OVER_FORECAST,1
SKU0001,ONLINE_MALL,FC_INCHEON,2025-12-15,8.0,7.75,7.2289964157169795,0.7710035842830205,0.0963754480353775,-0.7710035842830205,0,0,18.06451612903226,UNDER_FORECAST,0
SKU0001,ONLINE_MALL,FC_INCHEON,2025-12-22,6.0,7.5,7.3950581220847775,1.3950581220847775,0.2325096870141295,1.3950581220847775,0,0,17.733333333333334,OVER_FORECAST,0
SKU0001,ONLINE_MALL,MFC_GANGNAM,2025-11-03,3.0,5.5,6.039861653757947,3.0398616537579466,1.0132872179193155,3.0398616537579466,0,0,25.818181818181817,OVER_FORECAST,1
SKU0001,ONLINE_MALL,MFC_GANGNAM,2025-11-10,2.0,5.0,6.668705984123988,4.668705984123988,2.334352992061994,4.668705984123988,0,0,26.8,OVER_FORECAST,1
SKU0001,ONLINE_MALL,MFC_GANGNAM,2025-11-17,3.0,3.5,5.274457773643082,2.274457773643082,0.7581525912143606,2.274457773643082,0,0,39.142857142857146,OVER_FORECAST,1
SKU0001,ONLINE_MALL,MFC_GANGNAM,2025-11-24,5.0,3.25,5.245491313197112,0.2454913131971121,0.0490982626394224,0.2454913131971121,0,0,39.69230769230769,OVER_FORECAST,0
SKU0001,ONLINE_MALL,MFC_GANGNAM,2025-12-01,12.0,2.0,4.867718964239607,7.132281035760393,0.5943567529800328,-7.132281035760393,0,0,52.0,UNDER_FORECAST,1
SKU0001,ONLINE_MALL,MFC_GANGNAM,2025-12-08,7.0,3.25,4.7569291840075545,2.243070815992445,0.3204386879989208,-2.243070815992445,0,0,51.69230769230769,UNDER_FORECAST,0
SKU0001,ONLINE_MALL,MFC_GANGNAM,2025-12-15,4.0,5.0,5.937101728438158,1.937101728438158,0.4842754321095395,1.937101728438158,0,0,37.2,OVER_FORECAST,0
SKU0001,ONLINE_MALL,MFC_GANGNAM,2025-12-22,9.0,6.25,6.500090980964608,2.4999090190353925,0.2777676687817103,-2.4999090190353925,0,0,27.52,UNDER_FORECAST,0
SKU0001,ROCKET_DELIVERY,FC_DONGTAN,2025-11-03,4.0,9.25,9.376931053257612,5.3769310532576124,1.3442327633144031,5.3769310532576124,0,0,18.5945945945946,OVER_FORECAST,1
SKU0001,ROCKET_DELIVERY,FC_DONGTAN,2025-11-10,6.0,8.5,7.629660269054292,1.629660269054292,0.271610044842382,1.629660269054292,0,0,17.176470588235293,OVER_FORECAST,0
SKU0001,ROCKET_DELIVERY,FC_DONGTAN,2025-11-17,14.0,8.0,8.146809150147,5.853190849853,0.4180850607037857,-5.853190849853,0,0,31.25,UNDER_FORECAST,0
SKU0001,ROCKET_DELIVERY,FC_DONGTAN,2025-11-24,9.0,7.75,9.179503928054508,0.1795039280545083,0.0199448808949453,0.1795039280545083,0,0,30.451612903225808,OVER_FORECAST,0
SKU0001,ROCKET_DELIVERY,FC_DONGTAN,2025-12-01,6.0,9.0,8.733601375107048,2.733601375107048,0.455600229184508,2.733601375107048,0,0,23.22222222222222,OVER_FORECAST,0
SKU0001,ROCKET_DELIVERY,FC_DONGTAN,2025-12-08,4.0,8.0,7.934262185191376,3.934262185191376,0.983565546297844,3.934262185191376,0,0,24.125,OVER_FORECAST,1
SKU0001,ROCKET_DELIVERY,FC_DONGTAN,2025-12-15,9.0,8.5,7.833097666382195,1.1669023336178048,0.1296558148464227,-1.1669023336178048,0,0,20.47058823529412,UNDER_FORECAST,0
SKU0001,ROCKET_DELIVERY,FC_DONGTAN,2025-12-22,13.0,8.25,8.643817429120151,4.356182570879849,0.3350909669907576,-4.356182570879849,0,0,32.484848484848484,UNDER_FORECAST,0
SKU0001,ROCKET_DELIVERY,FC_INCHEON,2025-11-03,6.0,4.75,4.991362981576557,1.0086370184234434,0.1681061697372405,-1.0086370184234434,0,0,33.05263157894737,UNDER_FORECAST,0
SKU0001,ROCKET_DELIVERY,FC_INCHEON,2025-11-10,5.0,5.0,5.209088570142035,0.2090885701420353,0.041817714028407,0.2090885701420353,0,0,29.6,OVER_FORECAST,0
SKU0001,ROCKET_DELIVERY,FC_INCHEON,2025-11-17,7.0,5.0,5.192761632203856,1.8072383677961448,0.2581769096851635,-1.8072383677961448,0,0,36.4,UNDER_FORECAST,0
SKU0001,ROCKET_DELIVERY,FC_INCHEON,2025-11-24,4.0,4.75,5.163547241907455,1.1635472419074553,0.2908868104768638,1.1635472419074553,0,0,39.78947368421053,OVER_FORECAST,0
SKU0001,ROCKET_DELIVERY,FC_INCHEON,2025-12-01,5.0,5.5,5.504808919201111,0.5048089192011114,0.1009617838402222,0.5048089192011114,0,0,31.454545454545453,OVER_FORECAST,0
SKU0001,ROCKET_DELIVERY,FC_INCHEON,2025-12-08,3.0,5.25,5.595534386845344,2.595534386845344,0.865178128948448,2.595534386845344,0,0,30.857142857142858,OVER_FORECAST,1
SKU0001,ROCKET_DELIVERY,FC_INCHEON,2025-12-15,9.0,5.0,5.232992599053532,3.767007400946468,0.4185563778829408,-3.767007400946468,0,0,28.0,UNDER_FORECAST,0
SKU0001,ROCKET_DELIVERY,FC_INCHEON,2025-12-22,12.0,4.5,5.903300198128942,6.096699801871058,0.5080583168225882,-6.096699801871058,0,0,29.55555555555556,UNDER_FORECAST,1
SKU0001,ROCKET_DELIVERY,MFC_GANGNAM,2025-11-03,4.0,3.5,4.511479327357048,0.5114793273570477,0.1278698318392619,0.5114793273570477,0,0,40.57142857142857,OVER_FORECAST,0
SKU0001,ROCKET_DELIVERY,MFC_GANGNAM,2025-11-10,6.0,4.5,5.077523691823743,0.9224763081762576,0.1537460513627095,-0.9224763081762576,0,0,29.77777777777778,UNDER_FORECAST,0
SKU0001,ROCKET_DELIVERY,MFC_GANGNAM,2025-11-17,4.0,5.0,5.267258659627223,1.267258659627223,0.3168146649068057,1.267258659627223,0,0,27.4,OVER_FORECAST,0
SKU0001,ROCKET_DELIVERY,MFC_GANGNAM,2025-11-24,4.0,5.25,5.153362732119997,1.153362732119997,0.2883406830299992,1.153362732119997,0,0,24.571428571428573,OVER_FORECAST,0
SKU0001,ROCKET_DELIVERY,MFC_GANGNAM,2025-12-01,5.0,5.25,5.248402461823806,0.2484024618238063,0.0496804923647612,0.2484024618238063,0,0,32.19047619047619,OVER_FORECAST,0
SKU0001,ROCKET_DELIVERY,MFC_GANGNAM,2025-12-08,10.0,4.5,5.128356947481278,4.871643052518722,0.4871643052518722,-4.871643052518722,0,0,37.333333333333336,UNDER_FORECAST,0
SKU0001,ROCKET_DELIVERY,MFC_GANGNAM,2025-12-15,7.0,4.75,5.935346575207702,1.064653424792298,0.1520933463988997,-1.064653424792298,0,0,39.1578947368421,UNDER_FORECAST,0
SKU0001,ROCKET_DELIVERY,MFC_GANGNAM,2025-12-22,8.0,5.75,5.971858567091344,2.028141432908656,0.253517679113582,-2.028141432908656,0,0,29.91304347826087,UNDER_FORECAST,0
SKU0002,GLOBAL_MALL,FC_DONGTAN,2025-11-03,6.0,4.0,4.158696587263911,1.8413034127360888,0.3068839021226814,-1.8413034127360888,0,0,37.25,UNDER_FORECAST,0
SKU0002,GLOBAL_MALL,FC_DONGTAN,2025-11-10,7.0,3.5,4.134756469317444,2.865243530682556,0.4093205043832223,-2.865243530682556,0,0,37.42857142857143,UNDER_FORECAST,0
SKU0002,GLOBAL_MALL,FC_DONGTAN,2025-11-17,5.0,4.25,4.898299216969811,0.1017007830301892,0.0203401566060378,-0.1017007830301892,0,0,52.0,UNDER_FORECAST,0
SKU0002,GLOBAL_MALL,FC_DONGTAN,2025-11-24,6.0,5.75,5.453852683979839,0.5461473160201606,0.0910245526700267,-0.5461473160201606,0,0,15.304347826086955,UNDER_FORECAST,0
SKU0002,GLOBAL_MALL,FC_DONGTAN,2025-12-01,4.0,5.5,5.672161746969973,1.672161746969973,0.4180404367424932,1.672161746969973,1,0,22.90909090909091,OVER_FORECAST,0
SKU0002,GLOBAL_MALL,FC_DONGTAN,2025-12-08,3.0,6.0,5.335174167054621,2.335174167054621,0.778391389018207,2.335174167054621,0,0,52.0,OVER_FORECAST,1
SKU0002,GLOBAL_MALL,FC_DONGTAN,2025-12-15,11.0,5.5,5.250921249637479,5.749078750362521,0.5226435227602292,-5.749078750362521,0,0,51.81818181818182,UNDER_FORECAST,1
SKU0002,GLOBAL_MALL,FC_DONGTAN,2025-12-22,7.0,4.5,5.774333713486107,1.225666286513893,0.175095183787699,-1.225666286513893,0,0,52.0,UNDER_FORECAST,0
SKU0002,GLOBAL_MALL,FC_INCHEON,2025-11-03,1.0,2.5,2.9204561293068374,1.9204561293068372,1.9204561293068372,1.9204561293068372,0,0,52.0,OVER_FORECAST,1
SKU0002,GLOBAL_MALL,FC_INCHEON,2025-11-10,1.0,2.0,2.487931239896183,1.487931239896183,1.487931239896183,1.487931239896183,0,0,52.0,OVER_FORECAST,1
SKU0002,GLOBAL_MALL,FC_INCHEON,2025-11-17,1.0,1.75,2.3812333787703914,1.3812333787703914,1.3812333787703914,1.3812333787703914,0,0,52.0,OVER_FORECAST,1
SKU0002,GLOBAL_MALL,FC_INCHEON,2025-11-24,3.0,1.5,2.3979922157862443,0.6020077842137557,0.2006692614045852,-0.6020077842137557,0,0,52.0,UNDER_FORECAST,0
SKU0002,GLOBAL_MALL,FC_INCHEON,2025-12-01,0.0,1.25,2.534503327498871,2.534503327498871,,2.534503327498871,1,0,52.0,OVER_FORECAST,0
SKU0002,GLOBAL_MALL,FC_INCHEON,2025-12-08,6.0,1.5,2.4871965127335023,3.5128034872664977,0.5854672478777496,-3.5128034872664977,0,0,52.0,UNDER_FORECAST,1
SKU0002,GLOBAL_MALL,FC_INCHEON,2025-12-15,3.0,1.25,3.1530931474903947,0.1530931474903947,0.0510310491634649,0.1530931474903947,0,0,52.0,OVER_FORECAST,0
SKU0002,GLOBAL_MALL,FC_INCHEON,2025-12-22,3.0,2.5,3.0172320607906427,0.0172320607906426,0.0057440202635475,0.0172320607906426,0,0,52.0,OVER_FORECAST,0
SKU0002,GLOBAL_MALL,MFC_GANGNAM,2025-11-03,3.0,1.0,3.3836865111192966,0.3836865111192966,0.1278955037064322,0.3836865111192966,0,0,52.0,OVER_FORECAST,0
SKU0002,GLOBAL_MALL,MFC_GANGNAM,2025-11-10,0.0,1.75,3.0722062271741963,3.0722062271741963,,3.0722062271741963,0,0,52.0,OVER_FORECAST,0
SKU0002,GLOBAL_MALL,MFC_GANGNAM,2025-11-17,3.0,1.75,2.679889625205412,0.3201103747945879,0.1067034582648626,-0.3201103747945879,0,0,52.0,UNDER_FORECAST,0
SKU0002,GLOBAL_MALL,MFC_GANGNAM,2025-11-24,3.0,1.5,3.0681913464612367,0.0681913464612367,0.0227304488204122,0.0681913464612367,0,0,52.0,OVER_FORECAST,0
SKU0002,GLOBAL_MALL,MFC_GANGNAM,2025-12-01,0.0,2.25,3.373435750066751,3.373435750066751,,3.373435750066751,1,0,52.0,OVER_FORECAST,0
SKU0002,GLOBAL_MALL,MFC_GANGNAM,2025-12-08,3.0,2.25,3.220165801338272,0.2201658013382719,0.0733886004460906,0.2201658013382719,0,0,52.0,OVER_FORECAST,0
SKU0002,GLOBAL_MALL,MFC_GANGNAM,2025-12-15,3.0,1.5,3.455887808592477,0.4558878085924771,0.151962602864159,0.4558878085924771,0,0,52.0,OVER_FORECAST,0
SKU0002,GLOBAL_MALL,MFC_GANGNAM,2025-12-22,4.0,2.25,3.373435750066751,0.6265642499332489,0.1566410624833122,-0.6265642499332489,0,0,52.0,UNDER_FORECAST,0
SKU0002,ONLINE_MALL,FC_DONGTAN,2025-11-03,9.0,10.5,10.306323936477838,1.3063239364778385,0.1451471040530931,1.3063239364778385,0,0,14.19047619047619,OVER_FORECAST,0
SKU0002,ONLINE_MALL,FC_DONGTAN,2025-11-10,12.0,10.25,10.023750798356891,1.9762492016431088,0.164687433470259,-1.9762492016431088,0,0,12.78048780487805,UNDER_FORECAST,0
SKU0002,ONLINE_MALL,FC_DONGTAN,2025-11-17,11.0,8.75,9.513094052566784,1.4869059474332165,0.1351732679484742,-1.4869059474332165,0,0,26.97142857142857,UNDER_FORECAST,0
SKU0002,ONLINE_MALL,FC_DONGTAN,2025-11-24,10.0,9.75,10.040332350115795,0.0403323501157952,0.0040332350115795,0.0403323501157952,0,0,9.025641025641026,OVER_FORECAST,0
SKU0002,ONLINE_MALL,FC_DONGTAN,2025-12-01,19.0,10.25,10.190103600015677,8.809896399984323,0.4636787578939117,-8.809896399984323,0,0,12.292682926829269,UNDER_FORECAST,0
SKU0002,ONLINE_MALL,FC_DONGTAN,2025-12-08,16.0,10.5,13.05973244638705,2.9402675536129497,0.1837667221008093,-2.9402675536129497,0,0,29.80952380952381,UNDER_FORECAST,0
SKU0002,ONLINE_MALL,FC_DONGTAN,2025-12-15,15.0,13.0,13.650346490797943,1.3496535092020547,0.0899769006134703,-1.3496535092020547,0,0,21.923076923076923,UNDER_FORECAST,0
SKU0002,ONLINE_MALL,FC_DONGTAN,2025-12-22,12.0,14.0,13.24406980242498,1.2440698024249812,0.1036724835354151,1.2440698024249812,0,0,17.571428571428573,OVER_FORECAST,0
SKU0002,ONLINE_MALL,FC_INCHEON,2025-11-03,6.0,7.5,8.175412924661424,2.1754129246614244,0.362568820776904,2.1754129246614244,0,0,31.866666666666667,OVER_FORECAST,0
SKU0002,ONLINE_MALL,FC_INCHEON,2025-11-10,6.0,7.5,8.184946482719893,2.184946482719893,0.3641577471199821,2.184946482719893,0,0,31.866666666666667,OVER_FORECAST,0
SKU0002,ONLINE_MALL,FC_INCHEON,2025-11-17,13.0,7.25,7.132149685754848,5.867850314245152,0.4513731010957809,-5.867850314245152,0,0,43.58620689655172,UNDER_FORECAST,0
SKU0002,ONLINE_MALL,FC_INCHEON,2025-11-24,7.0,6.75,7.80996005553716,0.80996005553716,0.1157085793624514,0.80996005553716,0,0,30.51851851851852,OVER_FORECAST,0
SKU0002,ONLINE_MALL,FC_INCHEON,2025-12-01,8.0,7.75,8.292192404073456,0.2921924040734556,0.0365240505091819,0.2921924040734556,0,0,34.70967741935484,OVER_FORECAST,0
SKU0002,ONLINE_MALL,FC_INCHEON,2025-12-08,11.0,8.0,8.840924289502997,2.159075710497003,0.1962796100451821,-2.159075710497003,0,0,45.875,UNDER_FORECAST,0
SKU0002,ONLINE_MALL,FC_INCHEON,2025-12-15,3.0,8.5,8.826352620555475,5.826352620555475,1.9421175401851585,5.826352620555475,0,0,40.8235294117647,OVER_FORECAST,1
SKU0002,ONLINE_MALL,FC_INCHEON,2025-12-22,8.0,9.5,8.775572287013468,0.7755722870134676,0.0969465358766834,0.7755722870134676,0,0,31.789473684210527,OVER_FORECAST,0
SKU0002,ONLINE_MALL,MFC_GANGNAM,2025-11-03,11.0,6.75,6.958997919136992,4.041002080863008,0.3673638255330007,-4.041002080863008,0,0,52.0,UNDER_FORECAST,0
SKU0002,ONLINE_MALL,MFC_GANGNAM,2025-11-10,7.0,6.5,7.707443385956419,0.7074433859564193,0.101063340850917,0.7074433859564193,0,0,52.0,OVER_FORECAST,0
SKU0002,ONLINE_MALL,MFC_GANGNAM,2025-11-17,8.0,7.0,7.181370058494455,0.8186299415055451,0.1023287426881931,-0.8186299415055451,0,0,52.0,UNDER_FORECAST,0
SKU0002,ONLINE_MALL,MFC_GANGNAM,2025-11-24,10.0,6.0,7.054426189753706,2.9455738102462936,0.2945573810246293,-2.9455738102462936,0,0,52.0,UNDER_FORECAST,0
SKU0002,ONLINE_MALL,MFC_GANGNAM,2025-12-01,6.0,7.5,7.852342310088554,1.852342310088554,0.3087237183480923,1.852342310088554,0,0,52.0,OVER_FORECAST,0
SKU0002,ONLINE_MALL,MFC_GANGNAM,2025-12-08,8.0,9.0,8.778693192909575,0.7786931929095751,0.0973366491136968,0.7786931929095751,0,0,48.77777777777778,OVER_FORECAST,0
SKU0002,ONLINE_MALL,MFC_GANGNAM,2025-12-15,8.0,7.75,9.072403464135173,1.0724034641351723,0.1340504330168965,1.0724034641351723,0,0,52.0,OVER_FORECAST,0
SKU0002,ONLINE_MALL,MFC_GANGNAM,2025-12-22,6.0,8.0,8.948556318624398,2.948556318624398,0.4914260531040663,2.948556318624398,0,0,52.0,OVER_FORECAST,0
SKU0002,ROCKET_DELIVERY,FC_DONGTAN,2025-11-03,5.0,10.75,10.397463539658917,5.397463539658915,1.079492707931783,5.397463539658915,0,0,13.86046511627907,OVER_FORECAST,1
SKU0002,ROCKET_DELIVERY,FC_DONGTAN,2025-11-10,7.0,10.5,9.875198843582252,2.875198843582252,0.4107426919403217,2.875198843582252,0,0,12.476190476190476,OVER_FORECAST,0
SKU0002,ROCKET_DELIVERY,FC_DONGTAN,2025-11-17,5.0,9.75,9.061315441548976,4.061315441548976,0.8122630883097951,4.061315441548976,0,0,24.205128205128204,OVER_FORECAST,1
SKU0002,ROCKET_DELIVERY,FC_DONGTAN,2025-11-24,10.0,6.75,6.670413517592188,3.3295864824078123,0.3329586482407812,-3.3295864824078123,0,0,13.037037037037036,UNDER_FORECAST,0
SKU0002,ROCKET_DELIVERY,FC_DONGTAN,2025-12-01,6.0,6.25,7.3941924836059165,1.3941924836059163,0.2323654139343194,1.3941924836059163,0,0,20.16,OVER_FORECAST,0
SKU0002,ROCKET_DELIVERY,FC_DONGTAN,2025-12-08,12.0,6.25,8.095919478067465,3.904080521932535,0.3253400434943779,-3.904080521932535,0,0,50.08,UNDER_FORECAST,0
SKU0002,ROCKET_DELIVERY,FC_DONGTAN,2025-12-15,11.0,6.5,8.315785042286015,2.6842149577139853,0.2440195416103623,-2.6842149577139853,0,0,43.84615384615385,UNDER_FORECAST,0
SKU0002,ROCKET_DELIVERY,FC_DONGTAN,2025-12-22,6.0,8.0,8.81116205363577,2.811162053635771,0.4685270089392951,2.811162053635771,0,0,30.75,OVER_FORECAST,0
SKU0002,ROCKET_DELIVERY,FC_INCHEON,2025-11-03,12.0,6.0,5.953776053116979,6.046223946883021,0.5038519955735851,-6.046223946883021,0,0,39.833333333333336,UNDER_FORECAST,1
SKU0002,ROCKET_DELIVERY,FC_INCHEON,2025-11-10,1.0,5.75,6.619139405387033,5.619139405387033,5.619139405387033,5.619139405387033,0,0,41.56521739130435,OVER_FORECAST,1
SKU0002,ROCKET_DELIVERY,FC_INCHEON,2025-11-17,6.0,6.75,6.414367653195941,0.4143676531959412,0.0690612755326568,0.4143676531959412,0,0,46.81481481481482,OVER_FORECAST,0
SKU0002,ROCKET_DELIVERY,FC_INCHEON,2025-11-24,8.0,5.75,6.009768210926809,1.9902317890731915,0.2487789736341489,-1.9902317890731915,0,0,35.82608695652174,UNDER_FORECAST,0
SKU0002,ROCKET_DELIVERY,FC_INCHEON,2025-12-01,10.0,6.0,7.034314191721,2.965685808279,0.2965685808279,-2.965685808279,0,0,44.833333333333336,UNDER_FORECAST,0
SKU0002,ROCKET_DELIVERY,FC_INCHEON,2025-12-08,3.0,6.5,7.515521660555952,4.515521660555952,1.505173886851984,4.515521660555952,0,0,52.0,OVER_FORECAST,1
SKU0002,ROCKET_DELIVERY,FC_INCHEON,2025-12-15,6.0,6.25,5.814912104569127,0.1850878954308727,0.0308479825718121,-0.1850878954308727,0,0,52.0,UNDER_FORECAST,0
SKU0002,ROCKET_DELIVERY,FC_INCHEON,2025-12-22,3.0,6.0,6.8986131724940405,3.898613172494041,1.2995377241646802,3.898613172494041,0,0,50.333333333333336,OVER_FORECAST,1
SKU0002,ROCKET_DELIVERY,MFC_GANGNAM,2025-11-03,2.0,4.5,5.823016127329021,3.823016127329021,1.9115080636645103,3.823016127329021,0,0,52.0,OVER_FORECAST,1
SKU0002,ROCKET_DELIVERY,MFC_GANGNAM,2025-11-10,6.0,3.5,4.92038279535881,1.07961720464119,0.1799362007735316,-1.07961720464119,0,0,52.0,UNDER_FORECAST,0
SKU0002,ROCKET_DELIVERY,MFC_GANGNAM,2025-11-17,5.0,2.75,4.375371288256179,0.6246287117438207,0.1249257423487641,-0.6246287117438207,0,0,52.0,UNDER_FORECAST,0
