order_id,order_line_id,order_datetime,channel_id,fulfillment_center_id,oms_sku_code,ordered_qty,fulfilled_qty,cancelled_qty,unit_selling_price,order_status
ORD00000756,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00002,5,5,0,47900.0,COMPLETED
ORD00000757,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00002,12,12,0,47900.0,COMPLETED
ORD00000909,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00003,10,10,0,48900.0,COMPLETED
ORD00000910,001,2025-01-09 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00003,2,0,2,48900.0,CANCELLED
ORD00000911,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00003,16,15,1,48900.0,PARTIAL
ORD00001063,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00003,8,8,0,48900.0,COMPLETED
ORD00001064,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00003,20,19,1,48900.0,PARTIAL
ORD00001065,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00003,19,19,0,48900.0,COMPLETED
ORD00001219,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00003,10,10,0,48900.0,COMPLETED
ORD00001220,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00003,11,11,0,48900.0,COMPLETED
ORD00001221,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00003,6,6,0,48900.0,COMPLETED
ORD00001375,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00004,8,8,0,12900.0,COMPLETED
ORD00001376,001,2025-01-09 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00004,5,5,0,12900.0,COMPLETED
ORD00001377,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00004,25,25,0,12900.0,COMPLETED
ORD00001531,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00004,28,28,0,12900.0,COMPLETED
ORD00001532,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00004,4,4,0,12900.0,COMPLETED
ORD00001533,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00004,17,17,0,12900.0,COMPLETED
ORD00001687,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00004,18,17,1,12900.0,PARTIAL
ORD00001688,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00004,2,2,0,12900.0,COMPLETED
ORD00001689,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00004,11,11,0,12900.0,COMPLETED
ORD00001843,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00005,16,16,0,31900.0,COMPLETED
ORD00001844,001,2025-01-09 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00005,8,8,0,31900.0,COMPLETED
ORD00001845,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00005,33,33,0,31900.0,COMPLETED
ORD00001998,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00005,9,9,0,31900.0,COMPLETED
ORD00001999,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00005,36,34,2,31900.0,PARTIAL
ORD00002000,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00005,32,32,0,31900.0,COMPLETED
ORD00002154,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00005,19,19,0,31900.0,COMPLETED
ORD00002155,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00005,4,4,0,31900.0,COMPLETED
ORD00002156,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00005,19,19,0,31900.0,COMPLETED
ORD00002310,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00006,9,8,1,16900.0,PARTIAL
ORD00002311,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00006,22,21,1,16900.0,PARTIAL
ORD00002312,001,2025-01-09 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00006,6,6,0,16900.0,COMPLETED
ORD00002464,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00006,32,32,0,16900.0,COMPLETED
ORD00002465,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00006,27,27,0,16900.0,COMPLETED
ORD00002466,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00006,2,2,0,16900.0,COMPLETED
ORD00002620,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00006,23,23,0,16900.0,COMPLETED
ORD00002621,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00006,10,10,0,16900.0,COMPLETED
ORD00002622,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00006,4,4,0,16900.0,COMPLETED
ORD00002776,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00007,11,0,11,12900.0,CANCELLED
ORD00002777,001,2025-01-09 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00007,2,2,0,12900.0,COMPLETED
ORD00002778,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00007,14,14,0,12900.0,COMPLETED
ORD00002932,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00007,17,17,0,12900.0,COMPLETED
ORD00002933,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00007,11,11,0,12900.0,COMPLETED
ORD00002934,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00007,29,27,2,12900.0,PARTIAL
ORD00003088,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00007,5,5,0,12900.0,COMPLETED
ORD00003089,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00007,11,0,11,12900.0,CANCELLED
ORD00003090,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00007,13,13,0,12900.0,COMPLETED
ORD00003244,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00008,17,17,0,43900.0,COMPLETED
ORD00003245,001,2025-01-09 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00008,6,6,0,43900.0,COMPLETED
ORD00003246,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00008,6,6,0,43900.0,COMPLETED
ORD00003399,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00008,37,37,0,43900.0,COMPLETED
ORD00003400,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00008,7,7,0,43900.0,COMPLETED
ORD00003401,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00008,41,41,0,43900.0,COMPLETED
ORD00003555,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00008,4,3,1,43900.0,PARTIAL
ORD00003556,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00008,24,24,0,43900.0,COMPLETED
ORD00003557,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00008,17,17,0,43900.0,COMPLETED
ORD00003711,001,2025-01-09 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00009,5,0,5,31900.0,CANCELLED
ORD00003712,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00009,10,10,0,31900.0,COMPLETED
ORD00003713,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00009,14,14,0,31900.0,COMPLETED
ORD00003867,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00009,34,33,1,31900.0,PARTIAL
ORD00003868,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00009,29,29,0,31900.0,COMPLETED
ORD00003869,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00009,8,8,0,31900.0,COMPLETED
ORD00004023,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00009,6,6,0,31900.0,COMPLETED
ORD00004024,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00009,16,16,0,31900.0,COMPLETED
ORD00004025,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00009,20,20,0,31900.0,COMPLETED
ORD00004178,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00010,10,10,0,19900.0,COMPLETED
ORD00004179,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00010,12,12,0,19900.0,COMPLETED
ORD00004180,001,2025-01-09 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00010,5,5,0,19900.0,COMPLETED
ORD00004330,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00010,20,20,0,19900.0,COMPLETED
ORD00004331,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00010,37,35,2,19900.0,PARTIAL
ORD00004332,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00010,10,10,0,19900.0,COMPLETED
ORD00004486,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00010,17,17,0,19900.0,COMPLETED
ORD00004487,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00010,7,7,0,19900.0,COMPLETED
ORD00004488,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00010,29,29,0,19900.0,COMPLETED
ORD00004642,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00011,4,4,0,37900.0,COMPLETED
ORD00004643,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00011,3,3,0,37900.0,COMPLETED
ORD00004781,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00011,7,7,0,37900.0,COMPLETED
ORD00004782,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00011,6,5,1,37900.0,PARTIAL
ORD00004783,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00011,4,4,0,37900.0,COMPLETED
ORD00004931,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00011,4,4,0,37900.0,COMPLETED
ORD00004932,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00011,2,2,0,37900.0,COMPLETED
ORD00004933,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00011,5,5,0,37900.0,COMPLETED
ORD00005079,001,2025-01-09 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00012,2,2,0,33900.0,COMPLETED
ORD00005080,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00012,14,14,0,33900.0,COMPLETED
ORD00005081,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00012,10,10,0,33900.0,COMPLETED
ORD00005231,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00012,10,10,0,33900.0,COMPLETED
ORD00005232,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00012,9,9,0,33900.0,COMPLETED
ORD00005233,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00012,29,29,0,33900.0,COMPLETED
ORD00005387,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00012,14,14,0,33900.0,COMPLETED
ORD00005388,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00012,2,2,0,33900.0,COMPLETED
ORD00005389,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00012,18,18,0,33900.0,COMPLETED
ORD00005543,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00013,8,8,0,49900.0,COMPLETED
ORD00005544,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00013,7,7,0,49900.0,COMPLETED
ORD00005545,001,2025-01-09 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00013,4,3,1,49900.0,PARTIAL
ORD00005693,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00013,15,15,0,49900.0,COMPLETED
ORD00005694,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00013,3,3,0,49900.0,COMPLETED
ORD00005695,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00013,14,14,0,49900.0,COMPLETED
ORD00005848,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00013,10,10,0,49900.0,COMPLETED
ORD00005849,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00013,8,8,0,49900.0,COMPLETED
ORD00005850,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00013,4,4,0,49900.0,COMPLETED
ORD00006002,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00014,4,3,1,52900.0,PARTIAL
ORD00006003,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00014,4,4,0,52900.0,COMPLETED
ORD00006144,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00014,3,3,0,52900.0,COMPLETED
ORD00006145,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00014,4,3,1,52900.0,PARTIAL
ORD00006146,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00014,12,12,0,52900.0,COMPLETED
ORD00006295,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00014,5,5,0,52900.0,COMPLETED
ORD00006296,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00014,2,2,0,52900.0,COMPLETED
ORD00006297,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00014,5,5,0,52900.0,COMPLETED
ORD00006438,001,2025-01-09 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00015,1,1,0,15900.0,COMPLETED
ORD00006439,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00015,19,17,2,15900.0,PARTIAL
ORD00006440,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00015,19,19,0,15900.0,COMPLETED
ORD00006593,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00015,35,33,2,15900.0,PARTIAL
ORD00006594,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00015,28,26,2,15900.0,PARTIAL
ORD00006595,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00015,5,5,0,15900.0,COMPLETED
ORD00006749,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00015,8,8,0,15900.0,COMPLETED
ORD00006750,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00015,27,27,0,15900.0,COMPLETED
ORD00006751,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00015,15,15,0,15900.0,COMPLETED
ORD00006905,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00016,3,3,0,17900.0,COMPLETED
ORD00006906,001,2025-01-09 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00016,2,2,0,17900.0,COMPLETED
ORD00006907,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00016,7,7,0,17900.0,COMPLETED
ORD00007048,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00016,2,2,0,17900.0,COMPLETED
ORD00007049,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00016,6,6,0,17900.0,COMPLETED
ORD00007050,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00016,3,3,0,17900.0,COMPLETED
ORD00007199,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00016,9,9,0,17900.0,COMPLETED
ORD00007200,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00016,9,9,0,17900.0,COMPLETED
ORD00007201,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00016,3,3,0,17900.0,COMPLETED
ORD00007346,001,2025-01-09 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00017,3,3,0,54900.0,COMPLETED
ORD00007347,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00017,7,7,0,54900.0,COMPLETED
ORD00007348,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00017,13,13,0,54900.0,COMPLETED
ORD00007498,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00017,22,20,2,54900.0,PARTIAL
ORD00007499,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00017,9,8,1,54900.0,PARTIAL
ORD00007500,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00017,9,9,0,54900.0,COMPLETED
ORD00007654,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00017,5,5,0,54900.0,COMPLETED
ORD00007655,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00017,12,12,0,54900.0,COMPLETED
ORD00007656,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00017,9,7,2,54900.0,PARTIAL
ORD00007807,001,2025-01-09 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00018,4,4,0,24900.0,COMPLETED
ORD00007808,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00018,6,6,0,24900.0,COMPLETED
ORD00007809,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00018,10,10,0,24900.0,COMPLETED
ORD00007959,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00018,18,17,1,24900.0,PARTIAL
ORD00007960,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00018,1,1,0,24900.0,COMPLETED
ORD00007961,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00018,10,10,0,24900.0,COMPLETED
ORD00008115,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00018,6,6,0,24900.0,COMPLETED
ORD00008116,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00018,10,10,0,24900.0,COMPLETED
ORD00008117,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00018,3,3,0,24900.0,COMPLETED
ORD00008271,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00019,8,8,0,27900.0,COMPLETED
ORD00008272,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00019,10,10,0,27900.0,COMPLETED
ORD00008273,001,2025-01-09 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00019,6,6,0,27900.0,COMPLETED
ORD00008417,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00019,10,10,0,27900.0,COMPLETED
ORD00008418,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00019,14,14,0,27900.0,COMPLETED
ORD00008419,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00019,12,11,1,27900.0,PARTIAL
ORD00008573,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00019,4,4,0,27900.0,COMPLETED
ORD00008574,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00019,10,10,0,27900.0,COMPLETED
ORD00008575,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00019,12,12,0,27900.0,COMPLETED
ORD00008728,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00020,6,6,0,45900.0,COMPLETED
ORD00008729,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00020,8,8,0,45900.0,COMPLETED
ORD00008878,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00020,11,10,1,45900.0,PARTIAL
ORD00008879,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00020,14,14,0,45900.0,COMPLETED
ORD00008880,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00020,12,12,0,45900.0,COMPLETED
ORD00009033,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00020,9,8,1,45900.0,PARTIAL
ORD00009034,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00020,2,0,2,45900.0,CANCELLED
ORD00009035,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00020,8,8,0,45900.0,COMPLETED
ORD00009186,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00021,15,15,0,44900.0,COMPLETED
ORD00009187,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00021,12,12,0,44900.0,COMPLETED
ORD00009188,001,2025-01-09 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00021,5,5,0,44900.0,COMPLETED
ORD00009341,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00021,9,9,0,44900.0,COMPLETED
ORD00009342,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00021,15,15,0,44900.0,COMPLETED
ORD00009343,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00021,21,20,1,44900.0,PARTIAL
ORD00009497,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00021,2,2,0,44900.0,COMPLETED
ORD00009498,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00021,12,12,0,44900.0,COMPLETED
ORD00009499,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00021,21,21,0,44900.0,COMPLETED
ORD00009651,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00022,8,8,0,47900.0,COMPLETED
ORD00009652,001,2025-01-09 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00022,3,3,0,47900.0,COMPLETED
ORD00009653,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00022,5,5,0,47900.0,COMPLETED
ORD00009802,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00022,13,13,0,47900.0,COMPLETED
ORD00009803,001,2025-01-09 14:00:00,ONLINE_MALL,FC_DONGTAN,OMS-P00022,11,11,0,47900.0,COMPLETED
ORD00009804,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_DONGTAN,OMS-P00022,6,0,6,47900.0,CANCELLED
ORD00009958,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_INCHEON,OMS-P00022,7,7,0,47900.0,COMPLETED
ORD00009959,001,2025-01-09 14:00:00,ONLINE_MALL,FC_INCHEON,OMS-P00022,11,11,0,47900.0,COMPLETED
ORD00009960,001,2025-01-09 14:00:00,GLOBAL_MALL,FC_INCHEON,OMS-P00022,2,2,0,47900.0,COMPLETED
ORD00010111,001,2025-01-09 14:00:00,GLOBAL_MALL,MFC_GANGNAM,OMS-P00023,2,1,1,41900.0,PARTIAL
ORD00010112,001,2025-01-09 14:00:00,ROCKET_DELIVERY,MFC_GANGNAM,OMS-P00023,11,11,0,41900.0,COMPLETED
ORD00010113,001,2025-01-09 14:00:00,ONLINE_MALL,MFC_GANGNAM,OMS-P00023,9,8,1,41900.0,PARTIAL
ORD00010266,001,2025-01-09 14:00:00,ROCKET_DELIVERY,FC_DONGTAN,OMS-P00023,10,10,0,41900.0,COMPLETED
