snapshot_datetime,center_id,wms_sku_code,on_hand_qty,reserved_qty,damaged_qty,quality_hold_qty,available_qty,stockout_flag
2025-01-06 08:00:00,FC_INCHEON,WMS-L00006,165,12,1,2,150,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00007,96,2,1,0,93,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00008,168,5,0,2,161,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00009,149,8,0,2,139,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00010,168,6,2,0,160,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00011,31,1,0,0,30,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00012,327,6,0,7,314,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00013,81,2,0,1,78,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00014,82,1,0,1,80,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00015,399,24,4,3,368,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00016,108,1,1,0,106,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00017,224,16,2,4,202,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00018,69,1,0,1,67,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00019,83,4,0,0,79,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00020,56,1,0,0,55,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00021,98,2,1,1,94,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00022,91,7,1,0,83,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00023,118,5,1,0,112,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00024,114,4,1,1,108,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00025,53,2,0,0,51,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00026,78,4,0,0,74,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00027,125,6,0,0,119,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00028,159,6,0,0,153,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00029,46,0,0,0,46,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00030,69,5,0,0,64,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00031,95,3,1,1,90,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00032,232,13,1,4,214,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00033,49,0,0,0,49,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00034,190,8,0,2,180,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00035,30,0,0,0,30,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00036,51,3,0,0,48,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00037,75,1,0,0,74,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00038,57,3,0,0,54,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00039,59,0,0,0,59,0
2025-01-06 08:00:00,FC_INCHEON,WMS-L00040,28,1,0,0,27,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00001,86,1,1,0,84,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00002,46,3,0,0,43,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00003,117,7,0,1,109,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00004,167,3,1,2,161,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00005,110,2,0,2,106,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00006,133,6,1,1,125,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00007,104,5,0,2,97,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00008,136,1,1,0,134,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00009,124,6,0,0,118,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00010,153,4,2,2,145,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00011,29,1,0,0,28,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00012,252,10,1,2,239,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00013,53,3,0,0,50,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00014,69,3,0,1,65,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00015,263,12,1,1,249,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00016,76,1,1,1,73,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00017,175,8,0,0,167,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00018,71,0,0,1,70,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00019,70,2,0,1,67,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00020,55,4,0,0,51,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00021,100,4,0,1,95,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00022,64,4,0,0,60,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00023,92,6,1,1,84,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00024,64,1,0,0,63,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00025,43,2,0,0,41,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00026,58,2,0,0,56,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00027,122,3,1,0,118,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00028,135,4,1,2,128,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00029,38,2,0,0,36,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00030,37,2,0,0,35,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00031,81,4,0,0,77,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00032,195,2,1,4,188,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00033,34,1,0,0,33,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00034,155,2,0,1,152,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00035,23,0,0,0,23,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00036,52,1,0,0,51,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00037,59,1,0,0,58,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00038,43,3,0,0,40,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00039,50,3,0,0,47,0
2025-01-06 08:00:00,MFC_GANGNAM,WMS-L00040,23,1,0,0,22,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00001,137,3,1,2,131,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00002,53,1,0,0,52,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00003,152,6,2,2,142,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00004,253,11,3,2,237,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00005,123,9,0,3,111,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00006,176,6,1,0,169,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00007,89,1,0,0,88,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00008,172,10,2,2,158,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00009,154,8,1,2,143,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00010,139,6,1,0,132,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00011,46,2,0,0,44,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00012,431,29,1,8,393,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00013,64,1,0,1,62,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00014,97,3,0,0,94,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00015,518,14,4,6,494,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00016,127,2,0,1,124,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00017,319,19,0,3,297,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00018,71,1,0,0,70,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00019,78,4,1,1,72,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00020,48,2,0,0,46,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00021,119,6,0,2,111,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00022,115,2,1,1,111,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00023,127,4,0,2,121,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00024,105,3,1,2,99,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00025,86,4,0,1,81,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00026,210,7,1,3,199,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00027,195,13,1,1,180,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00028,185,7,2,1,175,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00029,52,1,0,0,51,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00030,56,3,0,0,53,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00031,326,22,4,8,292,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00032,244,8,1,4,231,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00033,58,4,0,0,54,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00034,249,16,0,2,231,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00035,39,1,0,0,38,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00036,66,0,0,0,66,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00037,85,4,0,1,80,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00038,66,3,0,0,63,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00039,188,3,0,0,185,0
2025-01-13 08:00:00,FC_DONGTAN,WMS-L00040,18,0,0,0,18,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00001,88,2,0,0,86,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00002,51,3,0,0,48,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00003,100,4,1,2,93,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00004,176,11,2,3,160,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00005,110,8,1,1,100,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00006,128,8,0,2,118,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00007,255,12,1,0,242,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00008,124,2,1,1,120,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00009,107,4,0,0,103,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00010,115,9,0,1,105,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00011,20,0,0,0,20,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00012,293,8,4,4,277,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00013,59,2,0,0,57,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00014,70,1,1,0,68,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00015,349,26,0,6,317,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00016,87,2,0,2,83,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00017,200,6,0,3,191,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00018,50,3,0,0,47,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00019,57,0,0,0,57,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00020,40,0,0,0,40,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00021,234,15,2,2,215,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00022,71,4,0,0,67,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00023,87,1,0,0,86,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00024,91,3,1,1,86,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00025,30,1,0,0,29,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00026,56,1,0,0,55,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00027,94,1,1,1,91,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00028,123,7,0,0,116,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00029,33,2,0,0,31,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00030,49,2,0,0,47,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00031,32,2,0,0,30,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00032,203,6,3,0,194,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00033,43,1,0,0,42,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00034,170,1,0,1,168,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00035,24,0,0,0,24,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00036,41,2,0,0,39,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00037,55,2,0,1,52,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00038,48,2,0,1,45,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00039,46,0,0,1,45,0
2025-01-13 08:00:00,FC_INCHEON,WMS-L00040,20,1,0,0,19,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00001,75,4,0,1,70,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00002,25,0,0,0,25,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00003,92,5,0,0,87,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00004,129,3,1,1,124,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00005,53,2,0,0,51,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00006,98,6,1,0,91,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00007,88,3,0,0,85,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00008,107,6,1,1,99,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00009,100,5,0,1,94,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00010,126,3,0,2,121,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00011,22,0,0,0,22,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00012,226,14,1,1,210,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00013,35,1,0,0,34,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00014,62,1,0,0,61,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00015,226,6,0,5,215,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00016,64,3,0,1,60,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00017,152,1,2,3,146,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00018,51,1,0,0,50,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00019,46,1,0,0,45,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00020,41,1,0,0,40,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00021,68,4,0,0,64,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00022,48,1,0,0,47,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00023,72,3,0,0,69,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00024,43,1,0,0,42,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00025,23,0,0,0,23,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00026,108,4,1,1,102,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00027,98,5,1,1,91,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00028,116,3,1,1,111,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00029,29,2,0,0,27,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00030,22,0,0,0,22,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00031,59,1,0,1,57,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00032,169,9,1,2,157,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00033,22,0,0,0,22,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00034,124,8,1,0,115,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00035,19,1,0,0,18,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00036,45,1,0,0,44,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00037,48,1,0,0,47,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00038,35,2,0,0,33,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00039,40,0,0,0,40,0
2025-01-13 08:00:00,MFC_GANGNAM,WMS-L00040,18,0,0,0,18,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00001,121,4,1,2,114,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00002,162,2,2,3,155,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00003,351,14,2,6,329,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00004,203,2,2,4,195,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00005,350,6,2,2,340,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00006,418,28,0,2,388,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00007,293,6,2,4,281,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00008,449,22,4,6,417,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00009,506,5,1,10,490,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00010,257,4,0,4,249,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00011,124,4,1,2,117,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00012,381,26,3,1,351,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00013,186,7,0,3,176,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00014,76,5,0,1,70,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00015,449,5,6,3,435,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00016,115,5,0,0,110,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00017,284,9,3,1,271,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00018,185,11,0,3,171,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00019,211,13,0,1,197,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00020,155,9,1,0,145,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00021,259,6,0,1,252,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00022,80,3,0,1,76,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00023,67,5,0,1,61,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00024,66,2,0,0,64,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00025,65,1,0,0,64,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00026,174,13,2,2,157,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00027,269,19,1,3,246,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00028,118,7,1,2,108,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00029,134,9,0,2,123,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00030,46,2,0,0,44,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00031,284,22,1,0,261,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00032,218,14,0,5,199,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00033,46,1,0,1,44,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00034,200,5,0,3,192,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00035,35,2,0,0,33,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00036,46,1,0,0,45,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00037,65,1,0,0,64,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00038,40,0,0,0,40,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00039,169,10,1,2,156,0
2025-01-20 08:00:00,FC_DONGTAN,WMS-L00040,78,1,0,0,77,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00001,72,4,0,1,67,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00002,28,0,0,0,28,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00003,68,4,0,1,63,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00004,144,3,0,2,139,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00005,261,6,3,0,252,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00006,247,5,0,3,239,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00007,226,5,0,3,218,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00008,303,3,3,7,290,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00009,325,11,0,2,312,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00010,322,21,2,1,298,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00011,52,3,0,1,48,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00012,251,5,0,5,241,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00013,132,8,1,0,123,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00014,55,1,0,0,54,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00015,321,4,2,7,308,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00016,77,4,0,1,72,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00017,173,4,1,1,167,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00018,135,6,0,2,127,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00019,114,1,1,0,112,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00020,146,8,1,0,137,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00021,197,11,0,3,183,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00022,53,2,0,1,50,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00023,127,5,0,1,121,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00024,61,2,0,1,58,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00025,3,0,0,0,3,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00026,143,9,1,2,131,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00027,222,8,2,3,209,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00028,93,1,0,0,92,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00029,86,2,0,1,83,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00030,39,3,0,0,36,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00031,165,6,0,1,158,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00032,182,11,2,2,167,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00033,36,2,0,0,34,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00034,148,2,0,3,143,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00035,18,0,0,0,18,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00036,25,1,0,0,24,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00037,42,2,0,0,40,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00038,37,2,0,0,35,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00039,109,6,1,0,102,0
2025-01-20 08:00:00,FC_INCHEON,WMS-L00040,53,2,0,0,51,0
2025-01-20 08:00:00,MFC_GANGNAM,WMS-L00001,64,4,0,0,60,0
2025-01-20 08:00:00,MFC_GANGNAM,WMS-L00002,6,0,0,0,6,0
2025-01-20 08:00:00,MFC_GANGNAM,WMS-L00003,64,2,0,1,61,0
